tradeN;symbol;type;shares;entrySignal;entryTime;entryPrice;exitSignal;exitTime;exitPrice;profit;runUp;drawDown
6396;91_DIA_1D_L_A,<br>DIA (1 Day );Long;69;Entry;2013-04-02 12:00:00 AM;145.87;TimeX;2013-04-08 12:00:00 AM;145.95;3.020000000001;42.22;-126.83
6397;53_GDX_1D_L_A,<br>GDX (1 Day );Long;292;Entry;2013-04-04 12:00:00 AM;34.09;PTx;2013-04-09 12:00:00 AM;36.21;616.539999999999;617.79;-112.21
6398;77_SMH_1D_L_A,<br>SMH (1 Day );Long;588;Entry;2013-04-04 12:00:00 AM;16.97;PTx;2013-04-09 12:00:00 AM;17.52;320.9;322.15;-118.85
6399;84_SPX_2D_L_A,<br>SPY (2 Days );Long;65;Entry;2013-03-20 12:00:00 AM;155.3;ProfX;2013-04-09 12:00:00 AM;156.75;91.749999999999;130.05;-112.4
6400;10_TLT_1D_L_A,<br>TLT (1 Day );Long;83;Entry;2013-04-05 12:00:00 AM;122.88;TLx;2013-04-10 12:00:00 AM;120.59;-192.569999999999;44.4;-191.32
6401;11_XLF_1D_S_A,<br>XLF (1 Day );Long;686;Entry;2013-04-04 12:00:00 AM;14.57;PTx;2013-04-10 12:00:00 AM;14.96;265.04;266.29;-90.43
6402;15_TLT_1D_L_A,<br>TLT (1 Day );Long;86;Entry;2013-03-07 12:00:00 AM;116.41;TLx;2013-04-10 12:00:00 AM;120.59;356.980000000001;602.47;-155.19
6403;23_IWM_1D_L_A,<br>IWM (1 Day );Long;110;Entry;2013-04-04 12:00:00 AM;91.26;PTx;2013-04-10 12:00:00 AM;93.59;253.8;255.05;-93.65
6404;26_XLF_1D_L_A,<br>XLF (1 Day );Long;686;Entry;2013-04-04 12:00:00 AM;14.57;PTx;2013-04-10 12:00:00 AM;14.96;265.04;266.29;-90.43
6405;27_SPY_1D_L_A,<br>SPY (1 Day );Long;64;Entry;2013-04-09 12:00:00 AM;156.5;PTx;2013-04-10 12:00:00 AM;158.27;110.780000000001;112.03;-34.53
6406;56_QQQ_1D_L_A,<br>QQQ (1 Day );Long;146;Entry;2013-04-05 12:00:00 AM;67.35;PTx;2013-04-10 12:00:00 AM;70.07;394.620000000002;395.87;-24.61
6407;59_HYG_1D_L_A,<br>XLF (1 Day );Long;683;Entry;2013-04-08 12:00:00 AM;14.63;PTx;2013-04-10 12:00:00 AM;14.98;236.55;237.8;-42.23
6408;61_QQQ_1D_L_A,<br>QQQ (1 Day );Long;147;Entry;2013-04-08 12:00:00 AM;67.89;PTx;2013-04-10 12:00:00 AM;69.26;198.890000000001;200.14;-30.65
6409;64_QQQ_1D_L_A,<br>QQQ (1 Day );Long;146;Entry;2013-04-05 12:00:00 AM;67.35;PTx;2013-04-10 12:00:00 AM;69.74;346.44;347.69;-24.61
6410;74_DIA_1D_L_A,<br>DIA (1 Day );Long;69;Entry;2013-04-05 12:00:00 AM;144.18;ProfX;2013-04-10 12:00:00 AM;147.78;245.9;266.47;-10.22
6411;79_SMH_1D_L_A,<br>SMH (1 Day );Long;588;Entry;2013-04-04 12:00:00 AM;16.97;ProfX;2013-04-10 12:00:00 AM;17.75;456.140000000001;486.79;-118.85
6412;92_DIA_1D_L_A,<br>DIA (1 Day );Long;69;Entry;2013-04-08 12:00:00 AM;145.32;ProfX;2013-04-10 12:00:00 AM;147.78;167.240000000001;187.81;-39.89
6413;39_SPY_1D_L_A,<br>SPY (1 Day );Long;64;Entry;2013-04-05 12:00:00 AM;153.95;PTx;2013-04-11 12:00:00 AM;159.67;363.58;364.83;-12.77
6414;49_GDX_1D_L_A,<br>GDX (1 Day );Long;284;Entry;2013-04-05 12:00:00 AM;35.65;TimeX;2013-04-11 12:00:00 AM;34.18;-419.98;180.51;-418.73
6415;50_GDX_1D_L_A,<br>GDX (1 Day );Long;284;Entry;2013-04-05 12:00:00 AM;35.65;TLx;2013-04-11 12:00:00 AM;34.53;-320.579999999999;180.51;-325.01
6416;93_DIA_1D_L_A,<br>DIA (1 Day );Long;69;Entry;2013-04-09 12:00:00 AM;146.08;ProfX;2013-04-11 12:00:00 AM;148.4;157.58;176.77;-24.02
6417;4_DIA_1D_L_A,<br>DIA (1 Day );Long;69;Entry;2013-04-08 12:00:00 AM;145.32;TimeX;2013-04-12 12:00:00 AM;148.42;211.400000000002;229.21;-39.89
6418;22_SPY_1D_L_A,<br>SPY (1 Day );Long;64;Entry;2013-04-09 12:00:00 AM;156.5;ProfX;2013-04-12 12:00:00 AM;158.8;144.700000000001;204.19;-34.53
6419;28_SPY_1D_L_A,<br>SPY (1 Day );Long;64;Entry;2013-04-09 12:00:00 AM;156.5;TimeX;2013-04-12 12:00:00 AM;158.68;137.02;204.19;-34.53
6420;51_GDX_1D_L_A,<br>GDX (1 Day );Long;105;Entry;2013-04-09 12:00:00 AM;34.84;TLx;2013-04-12 12:00:00 AM;33.39;-154.75;151;-153.5
6421;66_IWM_1D_L_A,<br>IWM (1 Day );Long;109;Entry;2013-04-08 12:00:00 AM;91.99;ProfX;2013-04-12 12:00:00 AM;93.64;177.350000000001;279.97;-73.19
6422;94_TLT_1D_L_A,<br>TLT (1 Day );Long;83;Entry;2013-04-05 12:00:00 AM;122.88;TimeX;2013-04-12 12:00:00 AM;121.93;-81.349999999999;44.4;-249.42
6423;13_QQQ_1D_L_A,<br>QQQ (1 Day );Long;147;Entry;2013-04-08 12:00:00 AM;67.89;TLx;2013-04-15 12:00:00 AM;68.49;85.699999999999;333.91;-30.65
6424;16_QQQ_1D_L_A,<br>QQQ (1 Day );Long;147;Entry;2013-04-08 12:00:00 AM;67.89;TLx;2013-04-15 12:00:00 AM;68.49;85.699999999999;333.91;-30.65
6425;29_DIA_1D_L_A,<br>DIA (1 Day );Long;69;Entry;2013-04-09 12:00:00 AM;146.08;TLx;2013-04-15 12:00:00 AM;146.97;58.909999999999;176.77;-24.02
6426;49_GDX_1D_L_A,<br>GDX (1 Day );Long;293;Entry;2013-04-12 12:00:00 AM;33.39;TLx;2013-04-15 12:00:00 AM;29.88;-1030.93;16.33;-1029.68
6427;53_GDX_1D_L_A,<br>GDX (1 Day );Long;310;Entry;2013-04-15 12:00:00 AM;30.24;SLx1;2013-04-15 12:00:00 AM;30.24;-2.5;0;-1.25
6428;58_SPY_1D_L_A,<br>SPY (1 Day );Long;64;Entry;2013-04-05 12:00:00 AM;153.95;TLx;2013-04-15 12:00:00 AM;155.51;97.339999999998;367.39;-12.77
6429;60_QQQ_1D_L_A,<br>QQQ (1 Day );Long;143;Entry;2013-04-15 12:00:00 AM;69.68;SLx1;2013-04-15 12:00:00 AM;68.98;-102.6;14.48;-101.35
6430;67_IWM_1D_L_A,<br>IWM (1 Day );Long;108;Entry;2013-04-09 12:00:00 AM;92.64;TLx;2013-04-15 12:00:00 AM;91.13;-165.580000000001;207.19;-164.33
6431;69_FXI_1D_L_A,<br>FXI (1 Day );Long;279;Entry;2013-04-04 12:00:00 AM;35.91;TimeX;2013-04-15 12:00:00 AM;34.92;-278.710000000001;202.42;-294.2
6432;71_TLT_1D_L_A,<br>TLT (1 Day );Long;83;Entry;2013-04-11 12:00:00 AM;120.17;PTx;2013-04-15 12:00:00 AM;122.8;215.79;217.04;-24.49
6433;80_SMH_1D_L_A,<br>SMH (1 Day );Long;584;Entry;2013-04-05 12:00:00 AM;16.91;ProfX;2013-04-15 12:00:00 AM;17.29;219.419999999999;524.35;-83.01
6434;82_SPX_2D_L_A,<br>SPY (2 Days );Long;64;Entry;2013-04-09 12:00:00 AM;155.27;TimeX;2013-04-15 12:00:00 AM;155.12;-12.1;282.91;-34.53
6435;83_SPX_2D_L_A,<br>SPY (2 Days );Long;64;Entry;2013-04-11 12:00:00 AM;157.17;TLx;2013-04-15 12:00:00 AM;155.14;-132.42;161.31;-131.17
6436;3_QQQ_1D_L_A,<br>QQQ (1 Day );Long;143;Entry;2013-04-11 12:00:00 AM;69.85;SLx;2013-04-17 12:00:00 AM;68.11;-251.320000000001;41.65;-250.07
6437;16_QQQ_1D_L_A,<br>QQQ (1 Day );Long;146;Entry;2013-04-16 12:00:00 AM;68.95;TLx;2013-04-17 12:00:00 AM;67.83;-166.020000000001;86.35;-164.77
6438;17_SPY_1D_L_A,<br>SPY (1 Day );Long;64;Entry;2013-04-16 12:00:00 AM;156.29;TLx;2013-04-17 12:00:00 AM;155.77;-35.779999999999;75.55;-34.53
6439;20_TLT_1D_L_A,<br>TLT (1 Day );Long;83;Entry;2013-04-11 12:00:00 AM;120.17;HHx;2013-04-17 12:00:00 AM;123.43;268.08;269.33;-24.49
6440;21_TLT_1D_L_A,<br>TLT (1 Day );Long;83;Entry;2013-04-11 12:00:00 AM;120.17;HHx;2013-04-17 12:00:00 AM;123.43;268.08;269.33;-24.49
6441;43_SPX_3D_L_A,<br>SPY (3 Days );Long;64;Entry;2013-04-11 12:00:00 AM;156.5;TLx;2013-04-17 12:00:00 AM;154.46;-133.059999999999;204.19;-131.81
6442;65_SPX_1D_L_A,<br>SPY (1 Day );Long;63;Entry;2013-04-12 12:00:00 AM;158.68;TLx;2013-04-17 12:00:00 AM;154.33;-276.55;21.43;-275.3
6443;70_FXI_1D_S_A,<br>FXI (1 Day );Short;276;Entry;2013-04-10 12:00:00 AM;36.34;PTx;2013-04-17 12:00:00 AM;34.65;463.940000000001;465.19;-84.05
6444;91_DIA_1D_L_A,<br>DIA (1 Day );Long;68;Entry;2013-04-11 12:00:00 AM;147.82;SLx;2013-04-17 12:00:00 AM;145.49;-160.939999999999;55.87;-159.69
6445;100_QQQ_1D_L_A,<br>QQQ (1 Day );Long;146;Entry;2013-04-16 12:00:00 AM;68.95;TLx;2013-04-17 12:00:00 AM;67.83;-166.020000000001;86.35;-164.77
6446;39_SPY_1D_L_A,<br>SPY (1 Day );Long;64;Entry;2013-04-17 12:00:00 AM;156.29;SLx;2013-04-18 12:00:00 AM;153.71;-167.619999999999;0.67;-166.37
6447;7_XBI_1D_L_A,<br>XBI (1 Day );Long;300;Entry;2013-04-16 12:00:00 AM;33.67;PTx;2013-04-19 12:00:00 AM;34.65;291.499999999999;292.75;-151.25
6448;12_KRE_1D_L_A,<br>KRE (1 Day );Long;331;Entry;2013-04-16 12:00:00 AM;30.39;TimeX;2013-04-19 12:00:00 AM;30.28;-38.91;200.66;-219.71
6449;24_XBI_1D_L_A,<br>XBI (1 Day );Long;300;Entry;2013-04-16 12:00:00 AM;33.67;PTx;2013-04-19 12:00:00 AM;34.65;291.499999999999;292.75;-151.25
6450;30_XLK_1D_L_A,<br>XLK (1 Day );Long;335;Entry;2013-04-16 12:00:00 AM;30.09;SLx;2013-04-19 12:00:00 AM;29.22;-293.95;62.4;-292.7
6451;44_SPX_3D_L_A,<br>SPY (3 Days );Long;64;Entry;2013-04-08 12:00:00 AM;155.27;TimeX;2013-04-19 12:00:00 AM;155.48;10.939999999999;282.91;-111.33
6452;68_FXI_1D_L_A,<br>FXI (1 Day );Long;286;Entry;2013-04-19 12:00:00 AM;35.96;PTx1;2013-04-19 12:00:00 AM;36.13;46.12;47.37;-38.43
6453;49_GDX_1D_L_A,<br>GDX (1 Day );Long;345;Entry;2013-04-18 12:00:00 AM;27.65;ProfX;2013-04-22 12:00:00 AM;28.97;452.899999999999;585.25;-63.35
6454;54_QQQ_1D_L_A,<br>QQQ (1 Day );Long;149;Entry;2013-04-19 12:00:00 AM;67.3;PTx;2013-04-22 12:00:00 AM;68.96;244.840000000002;246.09;-16.15
6455;64_QQQ_1D_L_A,<br>QQQ (1 Day );Long;149;Entry;2013-04-19 12:00:00 AM;67.3;PTx;2013-04-22 12:00:00 AM;68.96;244.840000000002;246.09;-16.15
6456;3_QQQ_1D_L_A,<br>QQQ (1 Day );Long;149;Entry;2013-04-19 12:00:00 AM;67.3;PTx;2013-04-23 12:00:00 AM;69.41;311.89;313.14;-16.15
6457;27_SPY_1D_L_A,<br>SPY (1 Day );Long;64;Entry;2013-04-18 12:00:00 AM;155.37;PTx;2013-04-23 12:00:00 AM;157.66;144.059999999999;145.31;-117.73
6458;28_SPY_1D_L_A,<br>SPY (1 Day );Long;64;Entry;2013-04-18 12:00:00 AM;155.37;TimeX;2013-04-23 12:00:00 AM;156.95;98.620000000001;99.87;-117.73
6459;59_HYG_1D_L_A,<br>XLF (1 Day );Long;691;Entry;2013-04-19 12:00:00 AM;14.53;PTx;2013-04-23 12:00:00 AM;14.88;239.35;240.6;-8.16
6460;81_IWM_1D_L_A,<br>IWM (1 Day );Long;111;Entry;2013-04-18 12:00:00 AM;90.15;ProfX;2013-04-23 12:00:00 AM;92.31;237.26;241.84;-114.47
6461;94_TLT_1D_L_A,<br>TLT (1 Day );Long;82;Entry;2013-04-17 12:00:00 AM;122.3;ProfX;2013-04-23 12:00:00 AM;122.49;13.080000000001;120.93;-1.25
6462;4_DIA_1D_L_A,<br>DIA (1 Day );Long;69;Entry;2013-04-18 12:00:00 AM;146.1;TimeX;2013-04-24 12:00:00 AM;146.45;21.650000000002;75.34;-129.59
6463;8_SMH_1D_L_A,<br>SMH (1 Day );Long;578;Entry;2013-04-16 12:00:00 AM;17.36;PTx;2013-04-24 12:00:00 AM;18.15;454.120000000002;455.37;-163.09
6464;50_GDX_1D_L_A,<br>GDX (1 Day );Long;365;Entry;2013-04-18 12:00:00 AM;27.65;PTx;2013-04-24 12:00:00 AM;29.96;840.65;841.9;-66.95
6465;99_KRE_1D_L_A,<br>KRE (1 Day );Long;332;Entry;2013-04-18 12:00:00 AM;30.05;ProfX;2013-04-24 12:00:00 AM;30.93;289.66;297.55;-107.49
6466;9_TLT_1D_L_A,<br>TLT (1 Day );Short;81;Entry;2013-04-22 12:00:00 AM;122.84;ProfX;2013-04-25 12:00:00 AM;122.27;43.670000000001;58.69;-78.2
6467;51_GDX_1D_L_A,<br>GDX (1 Day );Long;75;Entry;2013-04-22 12:00:00 AM;29.2;PTx;2013-04-25 12:00:00 AM;31.24;150.5;151.75;-91.25
6468;56_QQQ_1D_L_A,<br>QQQ (1 Day );Long;147;Entry;2013-04-18 12:00:00 AM;68.29;ProfX;2013-04-25 12:00:00 AM;69.79;218;257.47;-208.52
6469;57_SMH_1D_L_A,<br>SMH (1 Day );Long;568;Entry;2013-04-23 12:00:00 AM;17.74;PTx;2013-04-25 12:00:00 AM;18.4;372.38;373.63;-6.93
6470;61_QQQ_1D_L_A,<br>QQQ (1 Day );Long;144;Entry;2013-04-17 12:00:00 AM;68.87;TimeX;2013-04-25 12:00:00 AM;69.79;129.98;168.67;-287.81
6471;66_IWM_1D_L_A,<br>IWM (1 Day );Long;112;Entry;2013-04-19 12:00:00 AM;89.96;ProfX;2013-04-25 12:00:00 AM;93.4;382.78;440.03;-86.37
6472;67_IWM_1D_L_A,<br>IWM (1 Day );Long;111;Entry;2013-04-18 12:00:00 AM;90.15;ProfX;2013-04-25 12:00:00 AM;93.4;358.25;415;-114.47
6473;69_FXI_1D_L_A,<br>FXI (1 Day );Long;286;Entry;2013-04-16 12:00:00 AM;35.52;PTx;2013-04-25 12:00:00 AM;36.86;380.739999999999;381.99;-292.97
6474;76_DIA_1D_L_A,<br>DIA (1 Day );Long;69;Entry;2013-04-18 12:00:00 AM;146.1;TimeX;2013-04-25 12:00:00 AM;146.76;43.04;89.83;-129.59
6475;79_SMH_1D_L_A,<br>SMH (1 Day );Long;581;Entry;2013-04-18 12:00:00 AM;17.44;ProfX;2013-04-25 12:00:00 AM;18.31;502.969999999998;568.13;-129.07
6476;90_DIA_1D_L_A,<br>DIA (1 Day );Long;69;Entry;2013-04-18 12:00:00 AM;146.1;TimeX;2013-04-25 12:00:00 AM;146.76;43.04;89.83;-129.59
6477;3_QQQ_1D_L_A,<br>QQQ (1 Day );Long;144;Entry;2013-04-24 12:00:00 AM;69.28;ProfX;2013-04-26 12:00:00 AM;69.57;39.260000000001;109.63;-24.29
6478;22_SPY_1D_L_A,<br>SPY (1 Day );Long;64;Entry;2013-04-23 12:00:00 AM;156.95;ProfX;2013-04-26 12:00:00 AM;158.24;80.059999999999;147.23;-51.17
6479;39_SPY_1D_L_A,<br>SPY (1 Day );Long;65;Entry;2013-04-19 12:00:00 AM;154.5;ProfX;2013-04-26 12:00:00 AM;158.24;240.600000000001;308.8;-25.95
6480;49_GDX_1D_L_A,<br>GDX (1 Day );Long;329;Entry;2013-04-24 12:00:00 AM;28.9;ProfX;2013-04-26 12:00:00 AM;29.46;181.74;778.48;-11.12
6481;75_DIA_1D_L_A,<br>DIA (1 Day );Long;69;Entry;2013-04-22 12:00:00 AM;145.38;ProfX;2013-04-26 12:00:00 AM;146.88;101;139.51;-79.91
6482;80_SMH_1D_L_A,<br>SMH (1 Day );Long;569;Entry;2013-04-17 12:00:00 AM;17.45;TimeX;2013-04-26 12:00:00 AM;18.14;390.110000000001;550.68;-211.78
6483;82_SPX_2D_L_A,<br>SPY (2 Days );Long;64;Entry;2013-04-19 12:00:00 AM;155.37;TimeX;2013-04-26 12:00:00 AM;158.24;181.18;248.35;-117.73
6484;64_QQQ_1D_L_A,<br>QQQ (1 Day );Long;145;Entry;2013-04-23 12:00:00 AM;69.18;ProfX;2013-04-29 12:00:00 AM;70.21;146.85;187.25;-53.45
6485;58_SPY_1D_L_A,<br>SPY (1 Day );Long;64;Entry;2013-04-17 12:00:00 AM;156.29;TimeX;2013-04-30 12:00:00 AM;159.68;214.460000000001;218.27;-176.61
6486;65_SPX_1D_L_A,<br>SPY (1 Day );Long;63;Entry;2013-04-24 12:00:00 AM;157.83;ProfX;2013-04-30 12:00:00 AM;159.68;114.05;117.82;-19.52
6487;70_FXI_1D_S_A,<br>FXI (1 Day );Short;274;Entry;2013-04-25 12:00:00 AM;36.86;SLx;2013-04-30 12:00:00 AM;37.77;-251.840000000001;45.33;-250.59
6488;71_TLT_1D_L_A,<br>TLT (1 Day );Long;82;Entry;2013-04-24 12:00:00 AM;122.47;ProfX;2013-04-30 12:00:00 AM;123.01;41.780000000001;102.07;-31.59
6489;20_TLT_1D_L_A,<br>TLT (1 Day );Long;82;Entry;2013-04-24 12:00:00 AM;122.47;HHx;2013-05-01 12:00:00 AM;123.79;105.740000000001;106.99;-31.59
6490;21_TLT_1D_L_A,<br>TLT (1 Day );Long;82;Entry;2013-04-24 12:00:00 AM;122.47;HHx;2013-05-01 12:00:00 AM;123.79;105.740000000001;106.99;-31.59
6491;86_SPX_2D_L_A,<br>SPY (2 Days );Long;64;Entry;2013-04-19 12:00:00 AM;155.37;ProfX;2013-05-01 12:00:00 AM;158.28;183.74;277.15;-117.73
6492;94_TLT_1D_L_A,<br>TLT (1 Day );Long;82;Entry;2013-04-24 12:00:00 AM;122.47;TimeX;2013-05-01 12:00:00 AM;124.01;123.780000000001;145.53;-31.59
6493;95_TLT_1D_L_A,<br>TLT (1 Day );Long;82;Entry;2013-04-24 12:00:00 AM;122.47;ProfX;2013-05-01 12:00:00 AM;124.01;123.780000000001;145.53;-31.59
6494;10_TLT_1D_L_A,<br>TLT (1 Day );Long;81;Entry;2013-05-03 12:00:00 AM;122.16;TLx1;2013-05-03 12:00:00 AM;121.63;-45.43;1.18;-44.18
6495;15_TLT_1D_L_A,<br>TLT (1 Day );Long;83;Entry;2013-04-11 12:00:00 AM;120.17;TLx;2013-05-03 12:00:00 AM;121.7;124.49;338.22;-24.49
6496;43_SPX_3D_L_A,<br>SPY (3 Days );Long;63;Entry;2013-04-26 12:00:00 AM;157.83;TimeX;2013-05-03 12:00:00 AM;161.37;220.519999999999;253.9;-19.52
6497;83_SPX_2D_L_A,<br>SPY (2 Days );Long;63;Entry;2013-04-25 12:00:00 AM;157.83;ProfX;2013-05-03 12:00:00 AM;161.37;220.519999999999;253.9;-19.52
6498;84_SPX_2D_L_A,<br>SPY (2 Days );Long;64;Entry;2013-04-17 12:00:00 AM;156.29;ProfX;2013-05-03 12:00:00 AM;161.37;322.620000000001;356.51;-176.61
6499;94_TLT_1D_L_A,<br>TLT (1 Day );Long;81;Entry;2013-05-03 12:00:00 AM;122.16;SLx1;2013-05-03 12:00:00 AM;121.63;-45.43;1.18;-44.18
6500;95_TLT_1D_L_A,<br>TLT (1 Day );Long;81;Entry;2013-05-02 12:00:00 AM;123.59;SLx;2013-05-03 12:00:00 AM;122.16;-118.330000000001;29.53;-117.08
6501;3_QQQ_1D_L_A,<br>QQQ (1 Day );Long;140;Entry;2013-05-03 12:00:00 AM;71.97;ProfX;2013-05-07 12:00:00 AM;72.36;52.1;82.75;-9.65
6502;11_XLF_1D_S_A,<br>XLF (1 Day );Long;666;Entry;2013-05-02 12:00:00 AM;15.07;PTx;2013-05-07 12:00:00 AM;15.53;303.860000000001;305.11;-21.23
6503;26_XLF_1D_L_A,<br>XLF (1 Day );Long;666;Entry;2013-05-02 12:00:00 AM;15.07;PTx;2013-05-07 12:00:00 AM;15.53;303.860000000001;305.11;-21.23
6504;28_SPY_1D_L_A,<br>SPY (1 Day );Long;63;Entry;2013-05-02 12:00:00 AM;158.68;TimeX;2013-05-07 12:00:00 AM;162.13;214.849999999999;216.1;-10.7
6505;53_GDX_1D_L_A,<br>GDX (1 Day );Long;339;Entry;2013-04-29 12:00:00 AM;29.98;TimeX;2013-05-07 12:00:00 AM;28.85;-385.57;127.57;-462.29
6506;92_DIA_1D_L_A,<br>DIA (1 Day );Long;68;Entry;2013-05-03 12:00:00 AM;149.26;ProfX;2013-05-07 12:00:00 AM;150.26;65.5;68.11;-9.41
6507;44_SPX_3D_L_A,<br>SPY (3 Days );Long;63;Entry;2013-04-26 12:00:00 AM;157.83;TimeX;2013-05-08 12:00:00 AM;163.34;344.629999999999;349.03;-19.52
6508;70_FXI_1D_S_A,<br>FXI (1 Day );Short;265;Entry;2013-05-01 12:00:00 AM;37.61;TimeX;2013-05-08 12:00:00 AM;38.62;-270.149999999999;136.55;-279.5
6509;79_SMH_1D_L_A,<br>SMH (1 Day );Long;542;Entry;2013-05-02 12:00:00 AM;18.49;ProfX;2013-05-08 12:00:00 AM;19.19;376.9;388.99;-1.25
6510;39_SPY_1D_L_A,<br>SPY (1 Day );Long;63;Entry;2013-05-01 12:00:00 AM;159.33;ProfX;2013-05-09 12:00:00 AM;162.88;221.149999999999;274.06;-78.74
6511;15_TLT_1D_L_A,<br>TLT (1 Day );Long;83;Entry;2013-05-07 12:00:00 AM;120.19;TLx;2013-05-10 12:00:00 AM;118.28;-161.03;92.54;-159.78
6512;22_SPY_1D_L_A,<br>SPY (1 Day );Long;62;Entry;2013-05-07 12:00:00 AM;162.13;ProfX;2013-05-10 12:00:00 AM;163.41;76.86;96.09;-29.77
6513;73_TLT_1D_L_A,<br>TLT (1 Day );Long;83;Entry;2013-05-08 12:00:00 AM;120.27;TLx;2013-05-10 12:00:00 AM;118.28;-167.67;85.9;-166.42
6514;60_QQQ_1D_L_A,<br>QQQ (1 Day );Long;138;Entry;2013-05-09 12:00:00 AM;72.57;ProfX;2013-05-14 12:00:00 AM;73.52;128.599999999998;160.21;-15.05
6515;96_TLT_1D_S_A,<br>TLT (1 Day );Short;83;Entry;2013-05-10 12:00:00 AM;119.76;PTx;2013-05-14 12:00:00 AM;117.09;219.11;220.36;-3.74
6516;101_QQQ_1D_L_A,<br>QQQ (1 Day );Long;138;Entry;2013-05-10 12:00:00 AM;72.76;ProfX;2013-05-14 12:00:00 AM;73.52;102.379999999999;133.99;-19.19
6517;93_DIA_1D_L_A,<br>DIA (1 Day );Long;66;Entry;2013-05-13 12:00:00 AM;150.75;ProfX;2013-05-15 12:00:00 AM;152.78;131.48;154.51;-19.07
6518;98_TLT_1D_S_A,<br>TLT (1 Day );Short;84;Entry;2013-05-13 12:00:00 AM;117.88;ProfX;2013-05-15 12:00:00 AM;117.34;42.859999999999;121.39;-48.29
6519;50_GDX_1D_L_A,<br>GDX (1 Day );Long;344;Entry;2013-05-14 12:00:00 AM;28.87;TLx;2013-05-16 12:00:00 AM;27.02;-638.900000000001;201.71;-637.65
6520;70_FXI_1D_S_A,<br>FXI (1 Day );Short;259;Entry;2013-05-09 12:00:00 AM;38.35;TimeX;2013-05-16 12:00:00 AM;37.54;207.290000000001;221.49;-40.1
6521;92_DIA_1D_L_A,<br>DIA (1 Day );Long;66;Entry;2013-05-14 12:00:00 AM;150.88;ProfX;2013-05-16 12:00:00 AM;152.45;101.120000000001;145.93;-2.57
6522;22_SPY_1D_L_A,<br>SPY (1 Day );Long;61;Entry;2013-05-14 12:00:00 AM;163.67;ProfX;2013-05-17 12:00:00 AM;166.94;196.969999999999;204.32;-1.25
6523;10_TLT_1D_L_A,<br>TLT (1 Day );Long;84;Entry;2013-05-13 12:00:00 AM;117.88;TimeX;2013-05-21 12:00:00 AM;117.84;-5.859999999999;87.79;-123.89
6524;39_SPY_1D_L_A,<br>SPY (1 Day );Long;61;Entry;2013-05-14 12:00:00 AM;163.67;ProfX;2013-05-21 12:00:00 AM;167.17;211;250.68;-1.25
6525;49_GDX_1D_L_A,<br>GDX (1 Day );Long;365;Entry;2013-05-16 12:00:00 AM;27.02;ProfX;2013-05-21 12:00:00 AM;27.32;107;422.15;-285.95
6526;73_TLT_1D_L_A,<br>TLT (1 Day );Long;84;Entry;2013-05-13 12:00:00 AM;117.88;TimeX;2013-05-21 12:00:00 AM;117.84;-5.859999999999;87.79;-123.89
6527;11_XLF_1D_S_A,<br>XLF (1 Day );Long;625;Entry;2013-05-17 12:00:00 AM;16.07;PTx;2013-05-22 12:00:00 AM;16.45;234.999999999999;236.25;-7.5
6528;17_SPY_1D_L_A,<br>SPY (1 Day );Long;63;Entry;2013-04-25 12:00:00 AM;158.34;TLx;2013-05-22 12:00:00 AM;165.9;473.78;674.74;-39.68
6529;26_XLF_1D_L_A,<br>XLF (1 Day );Long;625;Entry;2013-05-17 12:00:00 AM;16.07;PTx;2013-05-22 12:00:00 AM;16.45;234.999999999999;236.25;-7.5
6530;13_QQQ_1D_L_A,<br>QQQ (1 Day );Long;149;Entry;2013-04-19 12:00:00 AM;67.3;TLx;2013-05-23 12:00:00 AM;72.97;842.33;1138.6;-16.15
6531;16_QQQ_1D_L_A,<br>QQQ (1 Day );Long;142;Entry;2013-04-30 12:00:00 AM;70.3;TLx;2013-05-23 12:00:00 AM;72.97;376.64;659.05;-38.17
6532;29_DIA_1D_L_A,<br>DIA (1 Day );Long;69;Entry;2013-04-23 12:00:00 AM;146.13;TLx;2013-05-23 12:00:00 AM;151.67;379.760000000001;620.44;-68.87
6533;30_XLK_1D_L_A,<br>XLK (1 Day );Long;314;Entry;2013-05-17 12:00:00 AM;32;TimeX;2013-05-23 12:00:00 AM;31.74;-84.139999999999;96.09;-186.51
6534;53_GDX_1D_L_A,<br>GDX (1 Day );Long;364;Entry;2013-05-17 12:00:00 AM;27.14;ProfX;2013-05-24 12:00:00 AM;27.5;128.54;552.03;-328.85
6535;70_FXI_1D_S_A,<br>FXI (1 Day );Short;266;Entry;2013-05-17 12:00:00 AM;37.81;PTx;2013-05-24 12:00:00 AM;36.28;404.48;405.73;-155.53
6536;9_TLT_1D_L_A,<br>TLT (1 Day );Short;86;Entry;2013-05-23 12:00:00 AM;117.15;ProfX;2013-05-28 12:00:00 AM;113.84;282.16;285.13;-24.47
6537;98_TLT_1D_S_A,<br>TLT (1 Day );Short;86;Entry;2013-05-23 12:00:00 AM;117.15;ProfX;2013-05-28 12:00:00 AM;113.84;282.16;285.13;-24.47
6538;29_DIA_1D_L_A,<br>DIA (1 Day );Long;65;Entry;2013-05-28 12:00:00 AM;154.21;TLx;2013-05-29 12:00:00 AM;152.36;-122.75;48.8;-121.5
6539;50_GDX_1D_L_A,<br>GDX (1 Day );Long;357;Entry;2013-05-21 12:00:00 AM;27.24;ProfX;2013-05-29 12:00:00 AM;28.5;447.319999999999;505.69;-136.91
