tradeN;symbol;type;shares;entrySignal;entryTime;entryPrice;exitSignal;exitTime;exitPrice;profit;runUp;drawDown
3117;1_SPX_1D_L_A,<br>SPY (1 Day );Long;90;FebLong;2010-02-26 12:00:00 AM;110.77;L_ProfExit;2010-03-03 12:00:00 AM;112.49;152.300000000001;176.05;-60.65
3118;27_SPY_1D_L_A,<br>SPY (1 Day );Long;90;Entry;2010-03-01 12:00:00 AM;111.2;ProfX;2010-03-03 12:00:00 AM;112.3;96.499999999999;158.05;-3.95
3119;81_IWM_1D_L_A,<br>IWM (1 Day );Long;159;Entry;2010-02-26 12:00:00 AM;63.16;ProfX;2010-03-03 12:00:00 AM;65.12;309.14;369.22;-112.55
3120;92_DIA_1D_L_A,<br>DIA (1 Day );Long;97;Entry;2010-02-26 12:00:00 AM;103.35;ProfX;2010-03-03 12:00:00 AM;104.09;69.28;136.49;-56.54
3121;22_SPY_1D_L_A,<br>SPY (1 Day );Long;90;Entry;2010-03-01 12:00:00 AM;111.2;ProfX;2010-03-04 12:00:00 AM;112.64;127.1;158.05;-3.95
3122;39_SPY_1D_L_A,<br>SPY (1 Day );Long;90;Entry;2010-02-25 12:00:00 AM;109.24;ProfX;2010-03-04 12:00:00 AM;112.64;303.499999999999;334.45;-28.25
3123;69_FXI_1D_L_A,<br>FXI (1 Day );Long;259;Entry;2010-02-24 12:00:00 AM;39.01;ProfX;2010-03-04 12:00:00 AM;40.16;295.350000000002;586.68;-195.5
3124;9_TLT_1D_L_A,<br>TLT (1 Day );Short;109;Entry;2010-03-01 12:00:00 AM;91.33;TimeX;2010-03-05 12:00:00 AM;90.27;113.04;130.64;-39.4
3125;20_TLT_1D_L_A,<br>TLT (1 Day );Long;110;Entry;2010-03-04 12:00:00 AM;90.96;TLx;2010-03-05 12:00:00 AM;90.15;-91.6;77.95;-90.35
3126;21_TLT_1D_L_A,<br>TLT (1 Day );Long;110;Entry;2010-03-04 12:00:00 AM;90.96;TLx;2010-03-05 12:00:00 AM;90.15;-91.6;77.95;-90.35
3127;63_QQQ_1D_L_A,<br>QQQ (1 Day );Long;220;Entry;2010-03-02 12:00:00 AM;45.57;ProfX;2010-03-05 12:00:00 AM;46.44;188.899999999999;212.15;-38.65
3128;64_QQQ_1D_L_A,<br>QQQ (1 Day );Long;223;Entry;2010-03-01 12:00:00 AM;44.96;PTx;2010-03-05 12:00:00 AM;46.17;267.33;268.58;-3.48
3129;67_IWM_1D_L_A,<br>IWM (1 Day );Long;159;Entry;2010-03-01 12:00:00 AM;63.26;PTx;2010-03-05 12:00:00 AM;66.02;436.34;437.59;-1.25
3130;3_QQQ_1D_L_A,<br>QQQ (1 Day );Long;219;Entry;2010-03-04 12:00:00 AM;45.63;ProfX;2010-03-08 12:00:00 AM;46.53;194.6;219.94;-51.62
3131;15_TLT_1D_L_A,<br>TLT (1 Day );Long;110;Entry;2010-03-04 12:00:00 AM;90.96;TLx;2010-03-08 12:00:00 AM;89.71;-140;77.95;-138.75
3132;28_SPY_1D_L_A,<br>SPY (1 Day );Long;89;Entry;2010-03-03 12:00:00 AM;112.49;TimeX;2010-03-08 12:00:00 AM;114.26;155.03;163.4;-43.08
3133;50_GDX_1D_L_A,<br>GDX (1 Day );Long;224;Entry;2010-03-02 12:00:00 AM;45.17;ProfX;2010-03-08 12:00:00 AM;45.95;172.22;404.19;-48.29
3134;82_SPX_2D_L_A,<br>SPY (2 Days );Long;90;Entry;2010-03-02 12:00:00 AM;111.2;TimeX;2010-03-08 12:00:00 AM;114.27;273.799999999999;297.55;-3.95
3135;101_QQQ_1D_L_A,<br>QQQ (1 Day );Long;220;Entry;2010-03-03 12:00:00 AM;45.66;ProfX;2010-03-08 12:00:00 AM;46.53;188.899999999999;214.35;-58.45
3136;70_FXI_1D_S_A,<br>FXI (1 Day );Short;246;Entry;2010-03-02 12:00:00 AM;41.06;TimeX;2010-03-09 12:00:00 AM;41.41;-88.6;261.97;-158.69
3137;80_SMH_1D_L_A,<br>SMH (1 Day );Long;754;Entry;2010-02-26 12:00:00 AM;13.32;TimeX;2010-03-09 12:00:00 AM;13.4;57.82;247.57;-174.67
3138;91_DIA_1D_L_A,<br>DIA (1 Day );Long;96;Entry;2010-03-03 12:00:00 AM;104.35;TimeX;2010-03-09 12:00:00 AM;105.71;128.06;179.23;-51.17
3139;43_SPX_3D_L_A,<br>SPY (3 Days );Long;90;Entry;2010-03-01 12:00:00 AM;111.2;TimeX;2010-03-10 12:00:00 AM;114.97;336.8;365.95;-3.95
3140;58_SPY_1D_L_A,<br>SPY (1 Day );Long;90;Entry;2010-02-26 12:00:00 AM;110.77;ProfX;2010-03-10 12:00:00 AM;114.97;375.5;404.65;-60.65
3141;83_SPX_2D_L_A,<br>SPY (2 Days );Long;90;Entry;2010-03-02 12:00:00 AM;111.2;ProfX;2010-03-10 12:00:00 AM;114.97;336.8;365.95;-3.95
3142;3_QQQ_1D_L_A,<br>QQQ (1 Day );Long;215;Entry;2010-03-09 12:00:00 AM;46.43;ProfX;2010-03-11 12:00:00 AM;47.35;195.3;196.55;-7.7
3143;5_GDX_1D_L_A,<br>GDX (1 Day );Short;215;Entry;2010-03-08 12:00:00 AM;46.77;ProfX;2010-03-11 12:00:00 AM;45.32;309.250000000001;540.55;-46.4
3144;60_QQQ_1D_L_A,<br>QQQ (1 Day );Long;215;Entry;2010-03-08 12:00:00 AM;46.46;ProfX;2010-03-11 12:00:00 AM;47.35;188.85;190.1;-14.15
3145;22_SPY_1D_L_A,<br>SPY (1 Day );Long;88;Entry;2010-03-09 12:00:00 AM;113.93;ProfX;2010-03-12 12:00:00 AM;115.46;132.14;178.27;-6.53
3146;84_SPX_2D_L_A,<br>SPY (2 Days );Long;90;Entry;2010-03-02 12:00:00 AM;111.2;ProfX;2010-03-12 12:00:00 AM;115.46;380.9;428.05;-3.95
3147;39_SPY_1D_L_A,<br>SPY (1 Day );Long;88;Entry;2010-03-09 12:00:00 AM;113.93;ProfX;2010-03-16 12:00:00 AM;116.41;215.739999999999;226.67;-6.53
3148;73_TLT_1D_L_A,<br>TLT (1 Day );Long;111;Entry;2010-03-08 12:00:00 AM;89.9;TimeX;2010-03-16 12:00:00 AM;91.08;128.479999999999;130.84;-80.06
3149;94_TLT_1D_L_A,<br>TLT (1 Day );Long;111;Entry;2010-03-10 12:00:00 AM;89.49;ProfX;2010-03-16 12:00:00 AM;91.08;173.99;176.35;-34.55
3150;95_TLT_1D_L_A,<br>TLT (1 Day );Long;111;Entry;2010-03-10 12:00:00 AM;89.49;ProfX;2010-03-16 12:00:00 AM;91.08;173.99;176.35;-34.55
3151;50_GDX_1D_L_A,<br>GDX (1 Day );Long;222;Entry;2010-03-11 12:00:00 AM;44.79;ProfX;2010-03-17 12:00:00 AM;46.27;326.060000000001;438.31;-121.13
3152;70_FXI_1D_S_A,<br>FXI (1 Day );Short;241;Entry;2010-03-10 12:00:00 AM;41.35;TimeX;2010-03-17 12:00:00 AM;41.62;-67.569999999999;210.83;-124.16
3153;3_QQQ_1D_L_A,<br>QQQ (1 Day );Long;212;Entry;2010-03-16 12:00:00 AM;47.39;ProfX;2010-03-18 12:00:00 AM;47.83;90.78;106.87;-35.17
3154;5_GDX_1D_L_A,<br>GDX (1 Day );Short;221;Entry;2010-03-12 12:00:00 AM;45.58;TimeX;2010-03-18 12:00:00 AM;45.97;-88.69;277.21;-279.71
3155;6_GDX_1D_L_A,<br>GDX (1 Day );Long;219;Entry;2010-03-10 12:00:00 AM;45.8;TimeX;2010-03-18 12:00:00 AM;45.97;34.729999999999;226.51;-340.7
3156;49_GDX_1D_L_A,<br>GDX (1 Day );Long;223;Entry;2010-03-16 12:00:00 AM;45.78;ProfX;2010-03-18 12:00:00 AM;45.97;39.869999999999;235.13;-59.23
3157;101_QQQ_1D_L_A,<br>QQQ (1 Day );Long;211;Entry;2010-03-15 12:00:00 AM;47.26;ProfX;2010-03-18 12:00:00 AM;47.83;117.77;133.79;-75.1
3158;17_SPY_1D_L_A,<br>SPY (1 Day );Long;86;Entry;2010-03-17 12:00:00 AM;116.76;TLx;2010-03-19 12:00:00 AM;115.97;-70.440000000001;60.67;-69.19
3159;52_GDX_1D_S_A,<br>GDX (1 Day );Short;221;Entry;2010-03-12 12:00:00 AM;45.58;ProfX;2010-03-19 12:00:00 AM;45.31;57.169999999999;277.21;-279.71
3160;9_TLT_1D_L_A,<br>TLT (1 Day );Short;110;Entry;2010-03-17 12:00:00 AM;91.31;TimeX;2010-03-23 12:00:00 AM;90.93;39.299999999999;47.15;-30.95
3161;22_SPY_1D_L_A,<br>SPY (1 Day );Long;86;Entry;2010-03-17 12:00:00 AM;116.76;TimeX;2010-03-23 12:00:00 AM;117.41;53.399999999999;63.25;-131.97
3162;73_TLT_1D_L_A,<br>TLT (1 Day );Long;109;Entry;2010-03-23 12:00:00 AM;91.07;TLx;2010-03-24 12:00:00 AM;89.61;-161.640000000001;26;-160.39
3163;28_SPY_1D_L_A,<br>SPY (1 Day );Long;86;Entry;2010-03-22 12:00:00 AM;115.31;TimeX;2010-03-25 12:00:00 AM;117.63;197.019999999999;198.27;-7.27
3164;92_DIA_1D_L_A,<br>DIA (1 Day );Long;93;Entry;2010-03-23 12:00:00 AM;108.03;ProfX;2010-03-25 12:00:00 AM;108.44;35.63;138.25;-19.85
3165;3_QQQ_1D_L_A,<br>QQQ (1 Day );Long;209;Entry;2010-03-23 12:00:00 AM;47.99;ProfX;2010-03-26 12:00:00 AM;48;-0.41;126.24;-53.5
3166;52_GDX_1D_S_A,<br>GDX (1 Day );Short;222;Entry;2010-03-23 12:00:00 AM;45.02;ProfX;2010-03-26 12:00:00 AM;43.71;288.320000000001;509.35;-158.87
3167;70_FXI_1D_S_A,<br>FXI (1 Day );Short;241;Entry;2010-03-19 12:00:00 AM;41.08;TimeX;2010-03-26 12:00:00 AM;40.83;57.75;280.72;-102.47
3168;39_SPY_1D_L_A,<br>SPY (1 Day );Long;85;Entry;2010-03-18 12:00:00 AM;117.11;TimeX;2010-03-29 12:00:00 AM;117.32;15.350000000001;88.85;-160.2
3169;19_XLK_1D_L_A,<br>XLK (1 Day );Long;415;Entry;2010-03-26 12:00:00 AM;23.17;TimeX;2010-03-30 12:00:00 AM;23.17;-2.5;31.95;-92.55
3170;25_XLK_1D_L_A,<br>XLK (1 Day );Long;433;Entry;2010-03-26 12:00:00 AM;23.17;TimeX;2010-03-30 12:00:00 AM;23.17;-2.5;33.39;-96.51
3171;61_QQQ_1D_L_A,<br>QQQ (1 Day );Long;209;Entry;2010-03-23 12:00:00 AM;47.99;ProfX;2010-03-30 12:00:00 AM;48.39;81.1;126.24;-53.5
3172;91_DIA_1D_L_A,<br>DIA (1 Day );Long;92;Entry;2010-03-24 12:00:00 AM;108.52;TimeX;2010-03-30 12:00:00 AM;109.13;53.62;91.67;-37.13
3173;100_QQQ_1D_L_A,<br>QQQ (1 Day );Long;209;Entry;2010-03-23 12:00:00 AM;47.99;ProfX;2010-03-30 12:00:00 AM;48.39;81.1;126.24;-53.5
3174;44_SPX_3D_L_A,<br>SPY (3 Days );Long;86;Entry;2010-03-19 12:00:00 AM;116.76;TimeX;2010-03-31 12:00:00 AM;117;18.14;120.01;-131.97
3175;93_DIA_1D_L_A,<br>DIA (1 Day );Long;92;Entry;2010-03-24 12:00:00 AM;108.52;ProfX;2010-03-31 12:00:00 AM;108.61;5.78;91.67;-37.13
3176;97_TLT_1D_S_A,<br>TLT (1 Day );Short;112;Entry;2010-03-25 12:00:00 AM;89.13;TimeX;2010-03-31 12:00:00 AM;89.5;-43.940000000001;95.07;-44.93
3177;2_SPX_1D_L_A,<br>SPY (1 Day );Long;86;Entry;2010-03-26 12:00:00 AM;116.87;ProfX;2010-04-01 12:00:00 AM;117.8;77.479999999999;117.43;-65.75
3178;22_SPY_1D_L_A,<br>SPY (1 Day );Long;86;Entry;2010-03-26 12:00:00 AM;116.87;TimeX;2010-04-01 12:00:00 AM;117.8;77.479999999999;117.43;-65.75
3179;41_SPY_1D_L_A,<br>SPY (1 Day );Long;86;Entry;2010-03-26 12:00:00 AM;116.87;TimeX;2010-04-01 12:00:00 AM;117.8;77.479999999999;117.43;-65.75
3180;49_GDX_1D_L_A,<br>GDX (1 Day );Long;229;Entry;2010-03-29 12:00:00 AM;44.19;ProfX;2010-04-01 12:00:00 AM;46.4;503.59;514;-138.65
3181;51_GDX_1D_L_A,<br>GDX (1 Day );Long;80;Entry;2010-03-29 12:00:00 AM;44.19;PTx;2010-04-01 12:00:00 AM;46.19;157.5;158.75;-49.25
3182;43_SPX_3D_L_A,<br>SPY (3 Days );Long;86;Entry;2010-03-25 12:00:00 AM;116.76;TimeX;2010-04-02 12:00:00 AM;117.8;86.939999999999;126.89;-102.73
3183;15_TLT_1D_L_A,<br>TLT (1 Day );Long;113;Entry;2010-03-26 12:00:00 AM;88.54;TLx;2010-04-05 12:00:00 AM;87.98;-65.78;109.49;-64.53
3184;1_SPX_1D_L_A,<br>SPY (1 Day );Long;85;MarLong;2010-03-30 12:00:00 AM;117.46;L_ProfExit;2010-04-06 12:00:00 AM;118.42;79.099999999999;116.05;-73.5
3185;3_QQQ_1D_L_A,<br>QQQ (1 Day );Long;208;Entry;2010-04-05 12:00:00 AM;48.27;ProfX;2010-04-07 12:00:00 AM;48.63;72.38;129.79;-28.29
3186;17_SPY_1D_L_A,<br>SPY (1 Day );Long;85;Entry;2010-04-01 12:00:00 AM;117.8;TLx;2010-04-07 12:00:00 AM;117.89;5.15;131.35;-60.75
3187;29_DIA_1D_L_A,<br>DIA (1 Day );Long;91;Entry;2010-04-06 12:00:00 AM;109.45;TLx;2010-04-07 12:00:00 AM;108.67;-73.48;36.97;-72.23
3188;60_QQQ_1D_L_A,<br>QQQ (1 Day );Long;208;Entry;2010-03-29 12:00:00 AM;48.24;TimeX;2010-04-07 12:00:00 AM;48.63;78.62;136.03;-94.85
3189;63_QQQ_1D_L_A,<br>QQQ (1 Day );Long;208;Entry;2010-04-05 12:00:00 AM;48.27;ProfX;2010-04-07 12:00:00 AM;48.63;72.38;129.79;-28.29
3190;65_SPX_1D_L_A,<br>SPY (1 Day );Long;85;Entry;2010-03-31 12:00:00 AM;116.95;ProfX;2010-04-07 12:00:00 AM;118.36;117.35;203.6;-30.15
3191;83_SPX_2D_L_A,<br>SPY (2 Days );Long;86;Entry;2010-03-24 12:00:00 AM;116.76;ProfX;2010-04-07 12:00:00 AM;118.36;135.1;222.35;-102.73
3192;39_SPY_1D_L_A,<br>SPY (1 Day );Long;85;Entry;2010-03-30 12:00:00 AM;117.46;TimeX;2010-04-09 12:00:00 AM;119.55;175.149999999999;180.65;-73.5
3193;64_QQQ_1D_L_A,<br>QQQ (1 Day );Long;208;Entry;2010-04-01 12:00:00 AM;48.36;TimeX;2010-04-09 12:00:00 AM;49.03;136.86;142.27;-119.81
3194;84_SPX_2D_L_A,<br>SPY (2 Days );Long;86;Entry;2010-03-24 12:00:00 AM;116.76;ProfX;2010-04-09 12:00:00 AM;119.55;237.439999999999;242.99;-102.73
3195;10_TLT_1D_L_A,<br>TLT (1 Day );Long;113;Entry;2010-04-09 12:00:00 AM;88.61;ProfX;2010-04-12 12:00:00 AM;89.45;92.42;106.1;-23.85
3196;22_SPY_1D_L_A,<br>SPY (1 Day );Long;84;Entry;2010-04-06 12:00:00 AM;118.42;TimeX;2010-04-12 12:00:00 AM;119.74;108.380000000001;135.67;-70.13
3197;70_FXI_1D_S_A,<br>FXI (1 Day );Short;231;Entry;2010-04-05 12:00:00 AM;43.49;TimeX;2010-04-12 12:00:00 AM;43.99;-118;77.29;-257.66
3198;54_QQQ_1D_L_A,<br>QQQ (1 Day );Long;206;Entry;2010-04-08 12:00:00 AM;48.49;ProfX;2010-04-13 12:00:00 AM;49.32;168.48;175.91;-52.75
3199;73_TLT_1D_L_A,<br>TLT (1 Day );Long;113;Entry;2010-04-09 12:00:00 AM;88.61;ProfX;2010-04-14 12:00:00 AM;89.11;54;150.17;-23.85
3200;92_DIA_1D_L_A,<br>DIA (1 Day );Long;91;Entry;2010-04-12 12:00:00 AM;110.14;ProfX;2010-04-14 12:00:00 AM;111.29;102.150000000001;106.13;-56.76
3201;3_QQQ_1D_L_A,<br>QQQ (1 Day );Long;204;Entry;2010-04-13 12:00:00 AM;49.02;ProfX;2010-04-15 12:00:00 AM;50.13;223.94;237.43;-33.89
3202;43_SPX_3D_L_A,<br>SPY (3 Days );Long;85;Entry;2010-04-06 12:00:00 AM;118.25;TimeX;2010-04-15 12:00:00 AM;121.29;255.900000000001;280.95;-56.5
3203;94_TLT_1D_L_A,<br>TLT (1 Day );Long;113;Entry;2010-04-09 12:00:00 AM;88.61;ProfX;2010-04-15 12:00:00 AM;89.21;65.300000000001;150.17;-23.85
3204;95_TLT_1D_L_A,<br>TLT (1 Day );Long;113;Entry;2010-04-08 12:00:00 AM;88.89;ProfX;2010-04-15 12:00:00 AM;89.21;33.660000000001;118.53;-55.49
3205;29_DIA_1D_L_A,<br>DIA (1 Day );Long;91;Entry;2010-04-13 12:00:00 AM;110;TLx;2010-04-16 12:00:00 AM;110.48;41.18;146.17;-44.02
3206;53_GDX_1D_L_A,<br>GDX (1 Day );Long;208;Entry;2010-04-08 12:00:00 AM;48;SLx;2010-04-16 12:00:00 AM;46.1;-397.7;229.63;-396.45
3207;70_FXI_1D_S_A,<br>FXI (1 Day );Short;228;Entry;2010-04-14 12:00:00 AM;43.95;PTx;2010-04-16 12:00:00 AM;42.09;421.58;422.83;-92.45
3208;13_QQQ_1D_L_A,<br>QQQ (1 Day );Long;234;Entry;2010-02-09 12:00:00 AM;43.18;TLx;2010-04-19 12:00:00 AM;49.09;1380.44;1639.09;-101.87
3209;16_QQQ_1D_L_A,<br>QQQ (1 Day );Long;224;Entry;2010-02-26 12:00:00 AM;44.59;TLx;2010-04-19 12:00:00 AM;49.09;1005.5;1253.15;-43.81
3210;22_SPY_1D_L_A,<br>SPY (1 Day );Long;84;Entry;2010-04-13 12:00:00 AM;119.62;TimeX;2010-04-19 12:00:00 AM;119.81;13.46;162.55;-97.85
3211;39_SPY_1D_L_A,<br>SPY (1 Day );Long;84;Entry;2010-04-12 12:00:00 AM;119.7;ProfX;2010-04-20 12:00:00 AM;120.88;96.619999999999;155.83;-104.57
3212;3_QQQ_1D_L_A,<br>QQQ (1 Day );Long;202;Entry;2010-04-19 12:00:00 AM;49.35;ProfX;2010-04-21 12:00:00 AM;50.03;134.86;168.43;-92.15
3213;10_TLT_1D_L_A,<br>TLT (1 Day );Long;111;Entry;2010-04-19 12:00:00 AM;89.87;ProfX;2010-04-21 12:00:00 AM;90.7;89.63;105.31;-40.1
3214;28_SPY_1D_L_A,<br>SPY (1 Day );Long;82;Entry;2010-04-16 12:00:00 AM;120.86;TimeX;2010-04-21 12:00:00 AM;120.95;4.88;34.01;-197.23
3215;44_SPX_3D_L_A,<br>SPY (3 Days );Long;84;Entry;2010-04-12 12:00:00 AM;119.7;TimeX;2010-04-23 12:00:00 AM;121.81;174.74;180.19;-104.57
3216;73_TLT_1D_L_A,<br>TLT (1 Day );Long;112;Entry;2010-04-20 12:00:00 AM;89.85;ProfX;2010-04-23 12:00:00 AM;90.11;26.619999999999;137.63;-24.77
3217;3_QQQ_1D_L_A,<br>QQQ (1 Day );Long;200;Entry;2010-04-22 12:00:00 AM;49.55;ProfX;2010-04-26 12:00:00 AM;50.41;169.5;218.75;-59.25
3218;9_TLT_1D_L_A,<br>TLT (1 Day );Short;110;Entry;2010-04-22 12:00:00 AM;90.9;ProfX;2010-04-26 12:00:00 AM;90.21;73.4;112.05;-22.15
3219;70_FXI_1D_S_A,<br>FXI (1 Day );Short;236;Entry;2010-04-19 12:00:00 AM;41.77;TimeX;2010-04-26 12:00:00 AM;42.07;-73.299999999999;90.79;-216.01
3220;100_QQQ_1D_L_A,<br>QQQ (1 Day );Long;202;Entry;2010-04-20 12:00:00 AM;49.77;PTx;2010-04-26 12:00:00 AM;50.62;169.2;170.45;-104.27
3221;10_TLT_1D_L_A,<br>TLT (1 Day );Long;111;Entry;2010-04-23 12:00:00 AM;90.21;ProfX;2010-04-27 12:00:00 AM;91.48;138.47;188.56;-38.99
3222;11_XLF_1D_S_A,<br>XLF (1 Day );Long;745;Entry;2010-04-27 12:00:00 AM;13.27;TLx1;2010-04-27 12:00:00 AM;12.95;-240.899999999999;110.5;-239.65
3223;13_QQQ_1D_L_A,<br>QQQ (1 Day );Long;201;Entry;2010-04-21 12:00:00 AM;50.09;TLx;2010-04-27 12:00:00 AM;49.4;-141.190000000001;111.31;-168.08
3224;22_SPY_1D_L_A,<br>SPY (1 Day );Long;83;Entry;2010-04-22 12:00:00 AM;119.81;SLx;2010-04-27 12:00:00 AM;118.82;-84.67;190.48;-83.42
3225;26_XLF_1D_L_A,<br>XLF (1 Day );Long;745;Entry;2010-04-27 12:00:00 AM;13.27;TLx1;2010-04-27 12:00:00 AM;12.95;-240.899999999999;110.5;-239.65
3226;29_DIA_1D_L_A,<br>DIA (1 Day );Long;90;Entry;2010-04-22 12:00:00 AM;110.61;TLx;2010-04-27 12:00:00 AM;110.97;29.9;176.05;-42.65
3227;51_GDX_1D_L_A,<br>GDX (1 Day );Long;89;Entry;2010-04-22 12:00:00 AM;46.42;ProfX;2010-04-27 12:00:00 AM;48.28;163.04;200.78;-34.18
3228;57_SMH_1D_L_A,<br>SMH (1 Day );Long;658;Entry;2010-04-27 12:00:00 AM;15.09;SLx1;2010-04-27 12:00:00 AM;14.81;-186.74;51.39;-185.49
3229;58_SPY_1D_L_A,<br>SPY (1 Day );Long;83;Entry;2010-04-21 12:00:00 AM;120.95;TLx;2010-04-27 12:00:00 AM;118.77;-183.440000000001;95.86;-182.19
3230;59_HYG_1D_L_A,<br>XLF (1 Day );Long;740;Entry;2010-04-22 12:00:00 AM;13.37;TLx;2010-04-27 12:00:00 AM;13.05;-239.3;235.55;-238.05
3231;64_QQQ_1D_L_A,<br>QQQ (1 Day );Long;200;Entry;2010-04-22 12:00:00 AM;49.55;TLx;2010-04-27 12:00:00 AM;49.4;-32.500000000001;218.75;-59.25
3232;83_SPX_2D_L_A,<br>SPY (2 Days );Long;83;Entry;2010-04-21 12:00:00 AM;120.56;TLx;2010-04-27 12:00:00 AM;118.59;-166.01;128.23;-164.76
3233;50_GDX_1D_L_A,<br>GDX (1 Day );Long;215;Entry;2010-04-20 12:00:00 AM;47;PTx;2010-04-28 12:00:00 AM;48.89;403.85;405.1;-205.5
3234;61_QQQ_1D_L_A,<br>QQQ (1 Day );Long;201;Entry;2010-04-21 12:00:00 AM;50.09;TLx;2010-04-28 12:00:00 AM;49.12;-197.47;111.31;-196.22
3235;79_SMH_1D_L_A,<br>SMH (1 Day );Long;661;Entry;2010-04-21 12:00:00 AM;15.19;TLx;2010-04-28 12:00:00 AM;14.58;-405.71;97.9;-417.68
3236;93_DIA_1D_L_A,<br>DIA (1 Day );Long;89;Entry;2010-04-26 12:00:00 AM;112.11;SLx;2010-04-28 12:00:00 AM;109.69;-217.88;40.58;-216.63
3237;53_GDX_1D_L_A,<br>GDX (1 Day );Long;207;Entry;2010-04-28 12:00:00 AM;48.47;PTx;2010-04-29 12:00:00 AM;50.49;415.640000000001;416.89;-28.16
3238;69_FXI_1D_L_A,<br>FXI (1 Day );Long;239;Entry;2010-04-20 12:00:00 AM;42.61;TimeX;2010-04-29 12:00:00 AM;40.98;-392.069999999999;15.48;-536.61
3239;89_DIA_1D_L_A,<br>DIA (1 Day );Long;91;Entry;2010-04-28 12:00:00 AM;110.38;PTx;2010-04-29 12:00:00 AM;111.82;128.540000000001;129.79;-64.04
3240;28_SPY_1D_L_A,<br>SPY (1 Day );Long;82;Entry;2010-04-27 12:00:00 AM;120.65;TimeX;2010-04-30 12:00:00 AM;120.88;16.359999999999;55.33;-198.05
3241;39_SPY_1D_L_A,<br>SPY (1 Day );Long;83;Entry;2010-04-21 12:00:00 AM;120.95;TimeX;2010-04-30 12:00:00 AM;118.81;-180.12;95.86;-225.35
3242;49_GDX_1D_L_A,<br>GDX (1 Day );Long;207;Entry;2010-04-28 12:00:00 AM;48.47;PTx;2010-04-30 12:00:00 AM;51.04;529.49;530.74;-28.16
3243;12_KRE_1D_L_A,<br>KRE (1 Day );Long;357;Entry;2010-04-28 12:00:00 AM;28.22;TimeX;2010-05-03 12:00:00 AM;27.97;-91.75;234.37;-179.75
3244;43_SPX_3D_L_A,<br>SPY (3 Days );Long;83;Entry;2010-04-23 12:00:00 AM;119.81;TimeX;2010-05-03 12:00:00 AM;120.35;42.320000000001;190.48;-130.73
3245;7_XBI_1D_L_A,<br>XBI (1 Day );Long;497;Entry;2010-05-03 12:00:00 AM;20.16;TLx;2010-05-04 12:00:00 AM;19.93;-116.81;167.73;-115.56
3246;16_QQQ_1D_L_A,<br>QQQ (1 Day );Long;203;Entry;2010-04-29 12:00:00 AM;49.65;TLx;2010-05-04 12:00:00 AM;48.98;-138.509999999999;136.79;-137.26
3247;17_SPY_1D_L_A,<br>SPY (1 Day );Long;84;Entry;2010-05-03 12:00:00 AM;119.38;TLx;2010-05-04 12:00:00 AM;118.89;-43.66;107.95;-42.41
3248;19_XLK_1D_L_A,<br>XLK (1 Day );Long;336;Entry;2010-05-03 12:00:00 AM;23.46;TLx;2010-05-04 12:00:00 AM;23.12;-116.74;112.99;-115.49
3249;24_XBI_1D_L_A,<br>XBI (1 Day );Long;497;Entry;2010-05-03 12:00:00 AM;20.16;TLx;2010-05-04 12:00:00 AM;19.93;-116.81;167.73;-115.56
3250;25_XLK_1D_L_A,<br>XLK (1 Day );Long;428;Entry;2010-05-03 12:00:00 AM;23.46;TLx;2010-05-04 12:00:00 AM;23.12;-148.02;144.27;-146.77
3251;29_DIA_1D_L_A,<br>DIA (1 Day );Long;91;Entry;2010-05-03 12:00:00 AM;110.57;TLx;2010-05-04 12:00:00 AM;110.12;-43.45;112.5;-42.2
3252;30_XLK_1D_L_A,<br>XLK (1 Day );Long;424;Entry;2010-04-28 12:00:00 AM;23.73;SLx;2010-05-04 12:00:00 AM;23.02;-303.54;83.55;-302.29
3253;41_SPY_1D_L_A,<br>SPY (1 Day );Long;84;Entry;2010-05-03 12:00:00 AM;119.38;TLx;2010-05-04 12:00:00 AM;117.8;-135.22;107.95;-133.97
3254;63_QQQ_1D_L_A,<br>QQQ (1 Day );Long;200;Entry;2010-05-04 12:00:00 AM;49.32;TLx1;2010-05-04 12:00:00 AM;48.62;-142.499999999999;0;-141.25
3255;64_QQQ_1D_L_A,<br>QQQ (1 Day );Long;199;Entry;2010-04-30 12:00:00 AM;50.21;TLx;2010-05-04 12:00:00 AM;48.62;-318.909999999999;14.67;-317.66
3256;66_IWM_1D_L_A,<br>IWM (1 Day );Long;138;Entry;2010-04-29 12:00:00 AM;72.82;TLx;2010-05-04 12:00:00 AM;70.81;-279.880000000001;151.93;-278.63
3257;79_SMH_1D_L_A,<br>SMH (1 Day );Long;690;Entry;2010-05-03 12:00:00 AM;14.61;TLx;2010-05-04 12:00:00 AM;14.11;-347.5;191.95;-346.25
3258;100_QQQ_1D_L_A,<br>QQQ (1 Day );Long;203;Entry;2010-04-29 12:00:00 AM;49.65;TLx;2010-05-04 12:00:00 AM;48.98;-138.509999999999;136.79;-137.26
3259;101_QQQ_1D_L_A,<br>QQQ (1 Day );Long;198;Entry;2010-04-27 12:00:00 AM;50.21;TLx;2010-05-04 12:00:00 AM;48.66;-309.399999999999;42.31;-308.15
3260;3_QQQ_1D_L_A,<br>QQQ (1 Day );Long;203;Entry;2010-04-28 12:00:00 AM;49.6;SLx;2010-05-05 12:00:00 AM;47.87;-353.689999999999;146.94;-352.44
